date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:38:21	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-84f2%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:21	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a737-b6819%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:21	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-84f2%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:21	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2261d8a737-33dc%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:22	16276/16276	---M--	200	added ('OK')	font/woff	etag:%2261d8a737-3f94%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:22	33736/33736	---M--	200	added ('OK')	application/octet-stream	etag:%2261d8a737-83c8%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:23	144714/144714	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a737-2354a%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:24	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-31916%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:24	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-31916%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot?	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900d41d.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:24	78196/78196	---M--	200	added ('OK')	font/woff2	etag:%2261d8a737-13174%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff2	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:25	101652/101652	---M--	200	added ('OK')	font/woff	etag:%2261d8a737-18d14%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:26	202744/202744	---M--	200	added ('OK')	application/octet-stream	etag:%2261d8a737-317f8%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.ttf	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:27	918991/918991	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a737-e05cf%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.5.3)
14:38:27	149645/149645	---M--	200	added ('OK')	image/jpeg	etag:%2261199cf3-2488d%22	https://noticiasdodia.org/wp-content/uploads/2021/08/bg4.jpg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/uploads/2021/08/bg4.jpg	(from https://noticiasdodia.org/wp-content/uploads/elementor/css/post-120.css?ver=1641823502)
14:38:28	121060/121060	---M--	200	added ('OK')	font/woff2	etag:%2261d8a764-1d8e4%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.4.0)
14:38:29	288628/288628	---M--	200	added ('OK')	font/woff	etag:%2261d8a764-46774%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff	(from https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.4.0)
14:38:30	755133/755133	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a764-b85bd%22	https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.svg	(from https://noticiasdodia.org/wp-content/plugins/happy-elementor-addons/assets/fonts/style.min.css?ver=3.4.0)
14:38:30	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-2876e%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:38:30	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261d8a737-2876e%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.eot?	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:38:31	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2261d8a737-12d68%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:38:31	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2261d8a737-17ee8%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:38:33	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2261d8a737-286ac%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
14:38:34	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261d8a737-6c7db%22	https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Meus%20Sites/Sibutraminne/noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://noticiasdodia.org/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0)
